Age,Conference,Date,Draft Year,Height,Player,Position,Season,Season short,Seasons in league,Team,Weight,Real_value
29,,4/14/1985,1978,5-Jun,Micheal Ray Richardson,PG,1984-1985,1985,6,New Jersey Nets,189,1
23,,4/7/1985,1982,6-Jun,Derek Smith,SG,1984-1985,1985,2,Los Angeles Clippers,205,1
28,,4/1/1985,1979,6-Jun,Calvin Natt,F,1984-1985,1985,5,Denver Nuggets,220,1
37,,3/24/1985,1969,2-Jul,Kareem Abdul-Jabbar,C,1984-1985,1985,15,Los Angeles Lakers,225,1
28,,3/17/1985,1978,9-Jun,Larry Bird,SF,1984-1985,1985,5,Boston Celtics,220,1
26,,3/10/1985,1980,4-Jun,Darrell Griffith,SG,1984-1985,1985,4,Utah Jazz,190,1
24,,3/3/1985,1982,3-Jun,Sleepy Floyd,PG,1984-1985,1985,2,Golden State Warriors,170,1
25,,2/24/1985,1981,6-Jun,Mark Aguirre,SF,1984-1985,1985,3,Dallas Mavericks,232,1
25,,2/17/1985,1979,9-Jun,Magic Johnson,PG,1984-1985,1985,5,Los Angeles Lakers,255,1
25,,2/3/1985,1982,7-Jun,Dominique Wilkins,SF,1984-1985,1985,2,Atlanta Hawks,200,1
32,,1/27/1985,1974,11-Jun,Tom McMillen,PF,1984-1985,1985,9,Washington Bullets,215,1
22,,1/20/1985,1984,6-Jun,Michael Jordan,SG,1984-1985,1985,0,Chicago Bulls,215,1
31,,1/13/1985,1975,2-Jun,World B. Free,G,1984-1985,1985,9,Cleveland Cavaliers,185,1
23,,1/6/1985,1981,1-Jun,Isiah Thomas,PG,1984-1985,1985,3,Detroit Pistons,180,1
29,,12/30/1984,1978,5-Jun,Micheal Ray Richardson,PG,1984-1985,1985,6,New Jersey Nets,189,1
23,,12/23/1984,1982,9-Jun,Terry Cummings,PF,1984-1985,1985,2,Milwaukee Bucks,220,1
23,,12/16/1984,1982,6-Jun,Derek Smith,SG,1984-1985,1985,2,Los Angeles Clippers,205,1
25,,12/9/1984,1981,9-Jun,Orlando Woolridge,PF,1984-1985,1985,3,Chicago Bulls,215,1
29,,12/2/1984,1977,11-Jun,Jack Sikma,C,1984-1985,1985,7,Seattle SuperSonics,230,1
28,,11/25/1984,1977,7-Jun,Bernard King,SF,1984-1985,1985,7,New York Knicks,205,1
29,,11/18/1984,1976,10-Jun,Moses Malone,C,1984-1985,1985,8,Philadelphia Sixers,215,1
31,,11/11/1984,1976,7-Jun,Alex English,SF,1984-1985,1985,8,Denver Nuggets,190,1
26,,11/4/1984,1981,10-Jun,Larry Nance,PF,1984-1985,1985,3,Phoenix Suns,205,1
26,,4/13/1986,1982,7-Jun,Dominique Wilkins,SF,1985-1986,1986,3,Atlanta Hawks,200,1
28,,4/6/1986,1981,10-Jun,Herb Williams,C,1985-1986,1986,4,Indiana Pacers,242,1
23,,3/30/1986,1984,6-Jun,Charles Barkley,PF,1985-1986,1986,1,Philadelphia Sixers,252,1
30,,3/23/1986,1976,5-Jun,Adrian Dantley,SF,1985-1986,1986,9,Utah Jazz,208,1
29,,3/16/1986,1978,9-Jun,Larry Bird,SF,1985-1986,1986,6,Boston Celtics,220,1
26,,3/9/1986,1979,9-Jun,Magic Johnson,PG,1985-1986,1986,6,Los Angeles Lakers,255,1
23,,3/2/1986,1984,6-Jun,Charles Barkley,PF,1985-1986,1986,1,Philadelphia Sixers,252,1
28,,2/23/1986,1979,3-Jun,Sidney Moncrief,SG,1985-1986,1986,6,Milwaukee Bucks,180,1
29,,2/16/1986,1978,9-Jun,Larry Bird,SF,1985-1986,1986,6,Boston Celtics,220,1
32,,2/2/1986,1976,7-Jun,Alex English,SF,1985-1986,1986,9,Denver Nuggets,190,1
23,,1/26/1986,1984,6-Jun,Charles Barkley,PF,1985-1986,1986,1,Philadelphia Sixers,252,1
29,,1/19/1986,1978,9-Jun,Larry Bird,SF,1985-1986,1986,6,Boston Celtics,220,1
29,,1/12/1986,1979,6-Jun,Calvin Natt,F,1985-1986,1986,6,Denver Nuggets,220,1
23,,1/5/1986,1983,7-Jun,Clyde Drexler,SG,1985-1986,1986,2,Portland Trail Blazers,210,1
26,,12/29/1985,1982,7-Jun,Dominique Wilkins,SF,1985-1986,1986,3,Atlanta Hawks,200,1
27,,12/22/1985,1981,10-Jun,Larry Nance,PF,1985-1986,1986,4,Phoenix Suns,205,1
23,,12/15/1985,1984,3-Jun,Alvin Robertson,SG,1985-1986,1986,1,San Antonio Spurs,185,1
27,,12/8/1985,1980,10-Jun,Jeff Ruland,C,1985-1986,1986,4,Washington Bullets,240,1
29,,12/1/1985,1978,9-Jun,Larry Bird,SF,1985-1986,1986,6,Boston Celtics,220,1
32,,11/24/1985,1976,7-Jun,Alex English,SF,1985-1986,1986,9,Denver Nuggets,190,1
23,,11/17/1985,1985,Jul-00,Patrick Ewing,C,1985-1986,1986,0,New York Knicks,240,1
25,,11/10/1985,1981,8-Jun,Buck Williams,PF,1985-1986,1986,4,New Jersey Nets,215,1
24,,11/3/1985,1982,6-Jun,Derek Smith,SG,1985-1986,1986,3,Los Angeles Clippers,205,1
37,,4/19/1987,1972,6-Jun,Julius Erving,SF,1986-1987,1987,14,Philadelphia Sixers,200,1
24,,4/12/1987,1984,6-Jun,Michael Jordan,SG,1986-1987,1987,2,Chicago Bulls,215,1
27,,4/5/1987,1979,9-Jun,Magic Johnson,PG,1986-1987,1987,7,Los Angeles Lakers,255,1
29,,3/29/1987,1980,8-Jun,Larry Smith,PF,1986-1987,1987,6,Golden State Warriors,215,1
27,,3/22/1987,1979,9-Jun,Magic Johnson,PG,1986-1987,1987,7,Los Angeles Lakers,255,1
23,,3/15/1987,1985,9-Jun,Karl Malone,PF,1986-1987,1987,1,Utah Jazz,265,1
27,,3/8/1987,1979,9-Jun,Magic Johnson,PG,1986-1987,1987,7,Los Angeles Lakers,255,1
24,,3/1/1987,1984,6-Jun,Michael Jordan,SG,1986-1987,1987,2,Chicago Bulls,215,1
31,,2/22/1987,1976,10-Jun,Moses Malone,C,1986-1987,1987,10,Washington Bullets,215,1
27,,2/15/1987,1979,9-Jun,Magic Johnson,PG,1986-1987,1987,7,Los Angeles Lakers,255,1
26,,2/1/1987,1982,3-Jun,Fat Lever,PG,1986-1987,1987,4,Denver Nuggets,170,1
33,,1/25/1987,1976,7-Jun,Alex English,SF,1986-1987,1987,10,Denver Nuggets,190,1
24,,1/18/1987,1984,9-Jun,Otis Thorpe,PF,1986-1987,1987,2,Sacramento Kings,225,1
25,,1/11/1987,1981,1-Jun,Isiah Thomas,PG,1986-1987,1987,5,Detroit Pistons,180,1
30,,1/4/1987,1978,9-Jun,Larry Bird,SF,1986-1987,1987,7,Boston Celtics,220,1
24,,12/28/1986,1985,Jul-00,Patrick Ewing,C,1986-1987,1987,1,New York Knicks,240,1
27,,12/21/1986,1979,9-Jun,Magic Johnson,PG,1986-1987,1987,7,Los Angeles Lakers,255,1
27,,12/14/1986,1982,7-Jun,Dominique Wilkins,SF,1986-1987,1987,4,Atlanta Hawks,200,1
27,,12/7/1986,1981,10-Jun,Tom Chambers,PF,1986-1987,1987,5,Seattle SuperSonics,220,1
24,,11/30/1986,1985,11-Jun,Hot Rod Williams,FC,1986-1987,1987,0,Cleveland Cavaliers,215,1
24,,11/23/1986,1984,3-Jun,Alvin Robertson,SG,1986-1987,1987,2,San Antonio Spurs,185,1
33,,11/16/1986,1976,Jul-00,Robert Parish,C,1986-1987,1987,9,Boston Celtics,230,1
24,,11/9/1986,1984,6-Jun,Michael Jordan,SG,1986-1987,1987,2,Chicago Bulls,215,1
24,,4/24/1988,1985,9-Jun,Karl Malone,PF,1987-1988,1988,2,Utah Jazz,265,1
27,,4/17/1988,1982,3-Jun,Fat Lever,PG,1987-1988,1988,5,Denver Nuggets,170,1
24,,4/10/1988,1986,7-Jun,Harold Pressley,GF,1987-1988,1988,1,Sacramento Kings,210,1
25,,4/3/1988,1984,6-Jun,Michael Jordan,SG,1987-1988,1988,3,Chicago Bulls,215,1
25,,3/27/1988,1984,6-Jun,Michael Jordan,SG,1987-1988,1988,3,Chicago Bulls,215,1
25,,3/20/1988,1984,6-Jun,Charles Barkley,PF,1987-1988,1988,3,Philadelphia Sixers,252,1
25,,3/13/1988,1983,7-Jun,Clyde Drexler,SG,1987-1988,1988,4,Portland Trail Blazers,210,1
27,,3/6/1988,1983,6-Jun,Bobby Hansen,SG,1987-1988,1988,4,Utah Jazz,190,1
23,,2/28/1988,1986,11-Jun,Roy Tarpley,PF,1987-1988,1988,1,Dallas Mavericks,230,1
25,,2/21/1988,1984,1-Jun,John Stockton,PG,1987-1988,1988,3,Utah Jazz,170,1
28,,2/14/1988,1982,7-Jun,Dominique Wilkins,SF,1987-1988,1988,5,Atlanta Hawks,200,1
31,,1/31/1988,1977,7-Jun,Bernard King,SF,1987-1988,1988,10,Washington Bullets,205,1
25,,1/24/1988,1984,6-Jun,Michael Jordan,SG,1987-1988,1988,3,Chicago Bulls,215,1
28,,1/17/1988,1982,7-Jun,Dominique Wilkins,SF,1987-1988,1988,5,Atlanta Hawks,200,1
26,,1/10/1988,1983,3-Jun,Byron Scott,SG,1987-1988,1988,4,Los Angeles Lakers,195,1
24,,1/3/1988,1985,9-Jun,Karl Malone,PF,1987-1988,1988,2,Utah Jazz,265,1
28,,12/27/1987,1982,7-Jun,Dominique Wilkins,SF,1987-1988,1988,5,Atlanta Hawks,200,1
29,,12/20/1987,1981,10-Jun,Larry Nance,PF,1987-1988,1988,6,Phoenix Suns,205,1
28,,12/13/1987,1979,9-Jun,Magic Johnson,PG,1987-1988,1988,8,Los Angeles Lakers,255,1
25,,12/6/1987,1983,7-Jun,Clyde Drexler,SG,1987-1988,1988,4,Portland Trail Blazers,210,1
25,,11/29/1987,1983,7-Jun,Clyde Drexler,SG,1987-1988,1988,4,Portland Trail Blazers,210,1
24,,11/22/1987,1985,7-Jun,Xavier McDaniel,PF,1987-1988,1988,2,Seattle SuperSonics,205,1
31,,11/15/1987,1978,9-Jun,Larry Bird,SF,1987-1988,1988,8,Boston Celtics,220,1
25,,4/23/1989,1985,7-Jun,Xavier McDaniel,PF,1988-1989,1989,3,Seattle SuperSonics,205,1
25,,4/16/1989,1985,9-Jun,Karl Malone,PF,1988-1989,1989,3,Utah Jazz,265,1
26,,4/9/1989,1983,7-Jun,Clyde Drexler,SG,1988-1989,1989,5,Portland Trail Blazers,210,1
26,,4/2/1989,1984,6-Jun,Michael Jordan,SG,1988-1989,1989,4,Chicago Bulls,215,1
26,,3/26/1989,1984,6-Jun,Michael Jordan,SG,1988-1989,1989,4,Chicago Bulls,215,1
22,,3/19/1989,1987,1-Jun,Kevin Johnson,PG,1988-1989,1989,1,Phoenix Suns,180,1
27,,3/12/1989,1981,1-Jun,Isiah Thomas,PG,1988-1989,1989,7,Detroit Pistons,180,1
24,,3/5/1989,1986,8-Jun,Chuck Person,SF,1988-1989,1989,2,Indiana Pacers,220,1
26,,2/26/1989,1985,Jul-00,Patrick Ewing,C,1988-1989,1989,3,New York Knicks,240,1
26,,2/19/1989,1984,Jul-00,Hakeem Olajuwon,C,1988-1989,1989,4,Houston Rockets,255,1
25,,2/5/1989,1986,6-Jun,Ron Harper,SG,1988-1989,1989,2,Cleveland Cavaliers,185,1
29,,1/29/1989,1981,10-Jun,Tom Chambers,PF,1988-1989,1989,7,Phoenix Suns,220,1
25,,1/22/1989,1985,7-Jun,Chris Mullin,SF,1988-1989,1989,3,Golden State Warriors,215,1
26,,1/15/1989,1984,6-Jun,Michael Jordan,SG,1988-1989,1989,4,Chicago Bulls,215,1
28,,1/8/1989,1983,7-Jun,Dale Ellis,GF,1988-1989,1989,5,Seattle SuperSonics,205,1
29,,1/1/1989,1979,9-Jun,Magic Johnson,PG,1988-1989,1989,9,Los Angeles Lakers,255,1
26,,12/25/1988,1983,7-Jun,Clyde Drexler,SG,1988-1989,1989,5,Portland Trail Blazers,210,1
35,,12/18/1988,1976,Jul-00,Robert Parish,C,1988-1989,1989,11,Boston Celtics,230,1
26,,12/11/1988,1985,10-May,Michael Adams,PG,1988-1989,1989,3,Denver Nuggets,163,1
29,,12/4/1988,1979,9-Jun,Magic Johnson,PG,1988-1989,1989,9,Los Angeles Lakers,255,1
26,,11/27/1988,1985,Jul-00,Patrick Ewing,C,1988-1989,1989,3,New York Knicks,240,1
26,,11/20/1988,1984,6-Jun,Michael Jordan,SG,1988-1989,1989,4,Chicago Bulls,215,1
26,,11/13/1988,1984,Jul-00,Hakeem Olajuwon,C,1988-1989,1989,4,Houston Rockets,255,1
24,,4/22/1990,1987,1-Jul,David Robinson,C,1989-1990,1990,0,San Antonio Spurs,250,1
30,,4/15/1990,1979,9-Jun,Magic Johnson,PG,1989-1990,1990,10,Los Angeles Lakers,255,1
27,,4/8/1990,1984,6-Jun,Charles Barkley,PF,1989-1990,1990,5,Philadelphia Sixers,252,1
27,,4/1/1990,1984,6-Jun,Michael Jordan,SG,1989-1990,1990,5,Chicago Bulls,215,1
24,,3/25/1990,1987,1-Jul,David Robinson,C,1989-1990,1990,0,San Antonio Spurs,250,1
23,,3/18/1990,1987,1-Jun,Kevin Johnson,PG,1989-1990,1990,2,Phoenix Suns,180,1
24,,3/11/1990,1988,11-Jun,Rony Seikaly,C,1989-1990,1990,1,Miami Heat,230,1
27,,3/4/1990,1984,Jul-00,Hakeem Olajuwon,C,1989-1990,1990,5,Houston Rockets,255,1
24,,2/25/1990,1987,1-Jul,David Robinson,C,1989-1990,1990,0,San Antonio Spurs,250,1
30,,2/18/1990,1981,10-Jun,Tom Chambers,PF,1989-1990,1990,8,Phoenix Suns,220,1
23,,2/4/1990,1989,Jun-00,Tim Hardaway,PG,1989-1990,1990,0,Golden State Warriors,175,1
26,,1/28/1990,1985,9-Jun,Karl Malone,PF,1989-1990,1990,4,Utah Jazz,265,1
27,,1/21/1990,1984,3-Jun,Alvin Robertson,SG,1989-1990,1990,5,Milwaukee Bucks,185,1
26,,1/14/1990,1986,6-Jun,Ron Harper,SG,1989-1990,1990,3,Los Angeles Clippers,185,1
29,,1/7/1990,1982,5-Jun,Terry Teagle,SG,1989-1990,1990,7,Golden State Warriors,195,1
26,,12/30/1989,1985,9-Jun,Karl Malone,PF,1989-1990,1990,4,Utah Jazz,265,1
28,,12/24/1989,1982,9-Jun,Terry Cummings,PF,1989-1990,1990,7,San Antonio Spurs,220,1
26,,12/17/1989,1985,7-Jun,Chris Mullin,SF,1989-1990,1990,4,Golden State Warriors,215,1
27,,12/10/1989,1984,6-Jun,Michael Jordan,SG,1989-1990,1990,5,Chicago Bulls,215,1
27,,12/3/1989,1985,Jul-00,Patrick Ewing,C,1989-1990,1990,4,New York Knicks,240,1
27,,11/26/1989,1983,7-Jun,Clyde Drexler,SG,1989-1990,1990,6,Portland Trail Blazers,210,1
27,,11/19/1989,1984,1-Jun,John Stockton,PG,1989-1990,1990,5,Utah Jazz,170,1
28,,11/12/1989,1984,5-Jun,Vern Fleming,G,1989-1990,1990,5,Indiana Pacers,185,1
26,,4/21/1991,1986,1-Jun,Scott Skiles,PG,1990-1991,1991,4,Orlando Magic,180,1
28,,4/14/1991,1983,7-Jun,Clyde Drexler,SG,1990-1991,1991,7,Portland Trail Blazers,210,1
31,,4/7/1991,1979,9-Jun,Magic Johnson,PG,1990-1991,1991,11,Los Angeles Lakers,255,1
28,,3/31/1991,1983,7-Jun,Clyde Drexler,SG,1990-1991,1991,7,Portland Trail Blazers,210,1
25,,3/24/1991,1988,5-Jun,Mitch Richmond,SG,1990-1991,1991,2,Golden State Warriors,215,1
25,,3/17/1991,1987,3-Jun,Kenny Smith,PG,1990-1991,1991,3,Houston Rockets,170,1
22,,3/10/1991,1990,8-Jun,Dennis Scott,SF,1990-1991,1991,0,Orlando Magic,229,1
27,,3/3/1991,1985,6-Jun,Gerald Wilkins,SG,1990-1991,1991,5,New York Knicks,185,1
25,,2/24/1991,1987,7-Jun,Reggie Miller,SG,1990-1991,1991,3,Indiana Pacers,185,1
22,,2/17/1991,1990,7-Jun,Lionel Simmons,SF,1990-1991,1991,0,Sacramento Kings,210,1
28,,2/3/1991,1984,9-Jun,Otis Thorpe,PF,1990-1991,1991,6,Houston Rockets,225,1
28,,1/27/1991,1985,10-May,Michael Adams,PG,1990-1991,1991,5,Denver Nuggets,163,1
24,,1/20/1991,1989,Jun-00,Tim Hardaway,PG,1990-1991,1991,1,Golden State Warriors,175,1
34,,1/13/1991,1977,7-Jun,Bernard King,SF,1990-1991,1991,13,Washington Bullets,205,1
31,,1/6/1991,1982,7-Jun,Dominique Wilkins,SF,1990-1991,1991,8,Atlanta Hawks,200,1
31,,12/30/1990,1982,4-Jun,Ricky Pierce,SG,1990-1991,1991,8,Milwaukee Bucks,205,1
28,,12/23/1990,1984,6-Jun,Michael Jordan,SG,1990-1991,1991,6,Chicago Bulls,215,1
24,,12/16/1990,1987,1-Jun,Kevin Johnson,PG,1990-1991,1991,3,Phoenix Suns,180,1
28,,12/9/1990,1984,1-Jun,John Stockton,PG,1990-1991,1991,6,Utah Jazz,170,1
28,,12/2/1990,1984,6-Jun,Michael Jordan,SG,1990-1991,1991,6,Chicago Bulls,215,1
28,,11/25/1990,1984,6-Jun,Charles Barkley,PF,1990-1991,1991,6,Philadelphia Sixers,252,1
28,,11/18/1990,1983,7-Jun,Clyde Drexler,SG,1990-1991,1991,7,Portland Trail Blazers,210,1
27,,11/11/1990,1985,7-Jun,Chris Mullin,SF,1990-1991,1991,5,Golden State Warriors,215,1
28,,4/19/1992,1985,9-Jun,Karl Malone,PF,1991-1992,1992,6,Utah Jazz,265,1
26,,4/12/1992,1987,7-Jun,Reggie Lewis,SF,1991-1992,1992,4,Boston Celtics,195,1
24,,4/5/1992,1989,1-Jun,Mookie Blaylock,PG,1991-1992,1992,2,New Jersey Nets,190,1
26,,3/29/1992,1987,1-Jun,Mark Jackson,PG,1991-1992,1992,4,New York Knicks,180,1
22,,3/22/1992,1991,6-Jun,Larry Johnson,F,1991-1992,1992,0,Charlotte Hornets,250,1
28,,3/15/1992,1985,3-Jun,Joe Dumars,SG,1991-1992,1992,6,Detroit Pistons,190,1
28,,3/8/1992,1985,9-Jun,Karl Malone,PF,1991-1992,1992,6,Utah Jazz,265,1
25,,3/1/1992,1988,10-Jun,Danny Manning,F,1991-1992,1992,3,Los Angeles Clippers,230,1
25,,2/23/1992,1989,Jun-00,Tim Hardaway,PG,1991-1992,1992,2,Golden State Warriors,175,1
29,,2/16/1992,1984,1-Jun,John Stockton,PG,1991-1992,1992,7,Utah Jazz,170,1
33,,2/2/1992,1981,10-Jun,Larry Nance,PF,1991-1992,1992,10,Cleveland Cavaliers,205,1
24,,1/26/1992,1989,6-Jun,Nick Anderson,GF,1991-1992,1992,2,Orlando Magic,228,1
25,,1/19/1992,1989,Jun-00,Tim Hardaway,PG,1991-1992,1992,2,Golden State Warriors,175,1
29,,1/12/1992,1984,6-Jun,Michael Jordan,SG,1991-1992,1992,7,Chicago Bulls,215,1
29,,1/5/1992,1985,Jul-00,Patrick Ewing,C,1991-1992,1992,6,New York Knicks,240,1
26,,12/29/1991,1987,8-Jun,Scottie Pippen,SF,1991-1992,1992,4,Chicago Bulls,228,1
24,,12/22/1991,1989,9-Jun,Pervis Ellison,C,1991-1992,1992,2,Washington Bullets,210,1
30,,12/15/1991,1986,7-Jun,Dennis Rodman,PF,1991-1992,1992,5,Detroit Pistons,210,1
30,,12/8/1991,1983,4-Jun,Jeff Malone,SG,1991-1992,1992,8,Utah Jazz,205,1
26,,12/1/1991,1987,1-Jul,David Robinson,C,1991-1992,1992,2,San Antonio Spurs,250,1
29,,11/24/1991,1984,Jul-00,Kevin Willis,C,1991-1992,1992,7,Atlanta Hawks,245,1
26,,11/17/1991,1986,Jul-00,Brad Daugherty,C,1991-1992,1992,5,Cleveland Cavaliers,245,1
28,,11/10/1991,1985,7-Jun,Chris Mullin,SF,1991-1992,1992,6,Golden State Warriors,215,1
23,,4/25/1993,1991,6-Jun,Larry Johnson,F,1992-1993,1993,1,Charlotte Hornets,250,1
23,,4/18/1993,1992,10-Jun,Alonzo Mourning,C,1992-1993,1993,0,Charlotte Hornets,240,1
30,,4/11/1993,1984,Jul-00,Hakeem Olajuwon,C,1992-1993,1993,8,Houston Rockets,255,1
30,,4/4/1993,1984,6-Jun,Charles Barkley,PF,1992-1993,1993,8,Phoenix Suns,252,1
26,,3/28/1993,1991,2-Jul,Dikembe Mutombo,C,1992-1993,1993,1,Denver Nuggets,260,1
30,,3/21/1993,1985,Jul-00,Patrick Ewing,C,1992-1993,1993,7,New York Knicks,240,1
26,,3/14/1993,1990,2-Jun,Rumeal Robinson,PG,1992-1993,1993,2,New Jersey Nets,195,1
27,,3/7/1993,1988,11-Jun,Rony Seikaly,C,1992-1993,1993,4,Miami Heat,230,1
30,,2/28/1993,1984,Jul-00,Hakeem Olajuwon,C,1992-1993,1993,8,Houston Rockets,255,1
23,,2/14/1993,1991,6-Jun,Larry Johnson,F,1992-1993,1993,1,Charlotte Hornets,250,1
25,,2/7/1993,1989,6-Jun,Nick Anderson,GF,1992-1993,1993,3,Orlando Magic,228,1
29,,1/31/1993,1985,9-Jun,Karl Malone,PF,1992-1993,1993,7,Utah Jazz,265,1
30,,1/24/1993,1985,Jul-00,Patrick Ewing,C,1992-1993,1993,7,New York Knicks,240,1
30,,1/17/1993,1984,Jul-00,Hakeem Olajuwon,C,1992-1993,1993,8,Houston Rockets,255,1
23,,1/10/1993,1989,10-Jun,Shawn Kemp,C,1992-1993,1993,3,Seattle SuperSonics,280,1
27,,1/3/1993,1987,1-Jul,David Robinson,C,1992-1993,1993,3,San Antonio Spurs,250,1
25,,12/27/1992,1989,8-Jun,Sean Elliott,SF,1992-1993,1993,3,San Antonio Spurs,205,1
30,,12/20/1992,1985,Jul-00,Patrick Ewing,C,1992-1993,1993,7,New York Knicks,240,1
30,,12/13/1992,1984,6-Jun,Charles Barkley,PF,1992-1993,1993,8,Phoenix Suns,252,1
28,,12/6/1992,1986,5-Jun,Drazen Petrovic,SG,1992-1993,1993,3,New Jersey Nets,200,1
27,,11/29/1992,1987,1-Jul,David Robinson,C,1992-1993,1993,3,San Antonio Spurs,250,1
30,,11/22/1992,1984,6-Jun,Michael Jordan,SG,1992-1993,1993,8,Chicago Bulls,215,1
20,,11/15/1992,1992,1-Jul,Shaquille O'Neal,C,1992-1993,1993,0,Orlando Magic,325,1
28,,4/24/1994,1987,1-Jul,David Robinson,C,1993-1994,1994,4,San Antonio Spurs,250,1
28,,4/17/1994,1987,8-Jun,Scottie Pippen,SF,1993-1994,1994,6,Chicago Bulls,228,1
27,,4/10/1994,1991,2-Jul,Dikembe Mutombo,C,1993-1994,1994,2,Denver Nuggets,260,1
24,,4/3/1994,1989,10-Jun,Shawn Kemp,C,1993-1994,1994,4,Seattle SuperSonics,280,1
31,,3/27/1994,1984,Jul-00,Kevin Willis,C,1993-1994,1994,9,Atlanta Hawks,245,1
31,,3/20/1994,1984,Jul-00,Hakeem Olajuwon,C,1993-1994,1994,9,Houston Rockets,255,1
30,,3/13/1994,1985,3-Jun,Joe Dumars,SG,1993-1994,1994,8,Detroit Pistons,190,1
28,,3/6/1994,1987,1-Jul,David Robinson,C,1993-1994,1994,4,San Antonio Spurs,250,1
24,,2/27/1994,1989,10-Jun,Shawn Kemp,C,1993-1994,1994,4,Seattle SuperSonics,280,1
28,,2/20/1994,1987,1-Jul,David Robinson,C,1993-1994,1994,4,San Antonio Spurs,250,1
28,,2/6/1994,1987,1-Jul,David Robinson,C,1993-1994,1994,4,San Antonio Spurs,250,1
30,,1/30/1994,1986,6-Jun,Ron Harper,SG,1993-1994,1994,7,Los Angeles Clippers,185,1
23,,1/23/1994,1991,Jun-00,Kenny Anderson,PG,1993-1994,1994,2,New Jersey Nets,168,1
31,,1/16/1994,1985,Jul-00,Patrick Ewing,C,1993-1994,1994,8,New York Knicks,240,1
20,,1/9/1994,1993,9-Jun,Chris Webber,F-C,1993-1994,1994,0,Golden State Warriors,245,1
23,,1/2/1994,1992,9-Jun,Oliver Miller,C,1993-1994,1994,1,Phoenix Suns,280,1
28,,12/26/1993,1987,8-Jun,Scottie Pippen,SF,1993-1994,1994,6,Chicago Bulls,228,1
30,,12/19/1993,1985,9-Jun,Karl Malone,PF,1993-1994,1994,8,Utah Jazz,265,1
21,,12/12/1993,1992,1-Jul,Shaquille O'Neal,C,1993-1994,1994,1,Orlando Magic,325,1
28,,12/5/1993,1987,1-Jul,David Robinson,C,1993-1994,1994,4,San Antonio Spurs,250,1
26,,11/28/1993,1989,8-Jun,Glen Rice,SF,1993-1994,1994,4,Miami Heat,228,1
31,,11/21/1993,1984,6-Jun,Charles Barkley,PF,1993-1994,1994,9,Phoenix Suns,252,1
31,,11/14/1993,1984,Jul-00,Hakeem Olajuwon,C,1993-1994,1994,9,Houston Rockets,255,1
31,,4/23/1995,1985,9-Jun,Karl Malone,PF,1994-1995,1995,9,Utah Jazz,265,1
28,,4/16/1995,1991,2-Jul,Dikembe Mutombo,C,1994-1995,1995,3,Denver Nuggets,260,1
32,,4/9/1995,1983,7-Jun,Clyde Drexler,SG,1994-1995,1995,11,Houston Rockets,210,1
29,,4/2/1995,1987,1-Jul,David Robinson,C,1994-1995,1995,5,San Antonio Spurs,250,1
27,,3/26/1995,1989,1-Jul,Vlade Divac,C,1994-1995,1995,5,Los Angeles Lakers,260,1
21,,3/19/1995,1994,4-Jun,Jason Kidd,PG,1994-1995,1995,0,Dallas Mavericks,210,1
28,,3/12/1995,1988,4-Jul,Rik Smits,C,1994-1995,1995,6,Indiana Pacers,250,1
22,,3/5/1995,1992,1-Jul,Shaquille O'Neal,C,1994-1995,1995,2,Orlando Magic,325,1
28,,2/26/1995,1988,3-Jun,Rod Strickland,PG,1994-1995,1995,6,Portland Trail Blazers,175,1
