Age,Conference,Date,Draft Year,Height,Player,Position,Season,Season short,Seasons in league,Team,Weight,Real_value
23,East,3/31/2014,2011,Jul-00,Nikola Vucevic,PF,2013-2014,2014,2,Orlando Magic,260,0.5
37,West,3/31/2014,1997,11-Jun,Tim Duncan,FC,2013-2014,2014,16,San Antonio Spurs,250,0.5
32,East,3/24/2014,2001,7-Jun,Joe Johnson,SG,2013-2014,2014,12,Brooklyn Nets,240,0.5
25,West,3/24/2014,2007,9-Jun,Kevin Durant,SF,2013-2014,2014,6,Oklahoma City Thunder,240,0.5
29,East,3/17/2014,2004,10-Jun,Al Jefferson,FC,2013-2014,2014,9,Charlotte Bobcats,289,0.5
24,West,3/17/2014,2009,10-Jun,Blake Griffin,PF,2013-2014,2014,4,Los Angeles Clippers,251,0.5
29,East,3/10/2014,2003,8-Jun,Carmelo Anthony,F,2013-2014,2014,10,New York Knicks,240,0.5
24,West,3/10/2014,2009,5-Jun,James Harden,SG,2013-2014,2014,4,Houston Rockets,220,0.5
23,East,3/3/2014,2010,4-Jun,John Wall,PG,2013-2014,2014,3,Washington Wizards,210,0.5
24,West,3/3/2014,2009,5-Jun,James Harden,SG,2013-2014,2014,4,Houston Rockets,220,0.5
23,East,2/24/2014,2011,1-Jun,Kemba Walker,G,2013-2014,2014,2,Charlotte Bobcats,184,0.5
25,West,2/24/2014,2008,10-Jun,Kevin Love,FC,2013-2014,2014,5,Minnesota Timberwolves,251,0.5
21,East,2/10/2014,2012,9-Jun,Jared Sullinger,C,2013-2014,2014,1,Boston Celtics,260,0.5
25,West,2/10/2014,2007,9-Jun,Kevin Durant,SF,2013-2014,2014,6,Oklahoma City Thunder,240,0.5
27,East,2/3/2014,2006,1-Jun,Kyle Lowry,PG,2013-2014,2014,7,Toronto Raptors,196,0.5
27,West,2/3/2014,2008,3-Jun,Goran Dragic,G,2013-2014,2014,5,Phoenix Suns,190,0.5
29,East,1/27/2014,2006,8-Jun,Paul Millsap,FC,2013-2014,2014,7,Atlanta Hawks,246,0.5
25,West,1/27/2014,2007,9-Jun,Kevin Durant,SF,2013-2014,2014,6,Oklahoma City Thunder,240,0.5
23,East,1/20/2014,2010,9-Jun,Paul George,GF,2013-2014,2014,3,Indiana Pacers,220,0.5
25,West,1/20/2014,2007,9-Jun,Kevin Durant,SF,2013-2014,2014,6,Oklahoma City Thunder,240,0.5
29,East,1/13/2014,2003,8-Jun,Carmelo Anthony,F,2013-2014,2014,10,New York Knicks,240,0.5
23,West,1/13/2014,2010,11-Jun,DeMarcus Cousins,C,2013-2014,2014,3,Sacramento Kings,270,0.5
25,East,1/6/2014,2007,8-Jun,Thaddeus Young,F,2013-2014,2014,6,Philadelphia Sixers,221,0.5
30,West,1/6/2014,2005,9-Jun,David Lee,FC,2013-2014,2014,8,Golden State Warriors,245,0.5
29,East,12/30/2013,2003,11-Jun,Chris Bosh,PF,2013-2014,2014,10,Miami Heat,235,0.5
25,West,12/30/2013,2007,9-Jun,Kevin Durant,SF,2013-2014,2014,6,Oklahoma City Thunder,240,0.5
32,East,12/23/2013,2003,4-Jun,Dwyane Wade,SG,2013-2014,2014,10,Miami Heat,220,0.5
24,West,12/23/2013,2009,10-Jun,Blake Griffin,PF,2013-2014,2014,4,Los Angeles Clippers,251,0.5
21,East,12/16/2013,2011,3-Jun,Kyrie Irving,G,2013-2014,2014,2,Cleveland Cavaliers,193,0.5
28,West,12/16/2013,2006,11-Jun,LaMarcus Aldridge,FC,2013-2014,2014,7,Portland Trail Blazers,260,0.5
25,East,12/9/2013,2010,5-Jun,Jordan Crawford,G,2013-2014,2014,3,Boston Celtics,195,0.5
28,West,12/9/2013,2006,11-Jun,LaMarcus Aldridge,FC,2013-2014,2014,7,Portland Trail Blazers,260,0.5
29,East,12/2/2013,2003,8-Jun,LeBron James,F,2013-2014,2014,10,Miami Heat,250,0.5
25,West,12/2/2013,2007,9-Jun,Kevin Durant,SF,2013-2014,2014,6,Oklahoma City Thunder,240,0.5
23,East,11/25/2013,2010,4-Jun,John Wall,PG,2013-2014,2014,3,Washington Wizards,210,0.5
28,West,11/25/2013,2006,11-Jun,LaMarcus Aldridge,FC,2013-2014,2014,7,Portland Trail Blazers,260,0.5
29,East,11/18/2013,2003,8-Jun,LeBron James,F,2013-2014,2014,10,Miami Heat,250,0.5
24,West,11/18/2013,2009,10-Jun,Blake Griffin,PF,2013-2014,2014,4,Los Angeles Clippers,251,0.5
23,East,11/11/2013,2010,9-Jun,Paul George,GF,2013-2014,2014,3,Indiana Pacers,220,0.5
24,West,11/11/2013,2011,10-Jun,Markieff Morris,PF,2013-2014,2014,2,Phoenix Suns,245,0.5
22,East,11/4/2013,2013,6-Jun,Michael Carter-Williams,PG,2013-2014,2014,0,Philadelphia Sixers,190,0.5
25,West,11/4/2013,2008,10-Jun,Kevin Love,FC,2013-2014,2014,5,Minnesota Timberwolves,251,0.5
26,East,4/13/2015,2011,9-May,Isaiah Thomas,PG,2014-2015,2015,3,Boston Celtics,185,0.5
38,West,4/13/2015,1997,11-Jun,Tim Duncan,FC,2014-2015,2015,17,San Antonio Spurs,250,0.5
26,East,4/6/2015,2008,Jul-00,Brook Lopez,C,2014-2015,2015,6,Brooklyn Nets,268,0.5
25,West,4/6/2015,2009,5-Jun,James Harden,SG,2014-2015,2015,5,Houston Rockets,220,0.5
26,East,3/30/2015,2008,Jul-00,Brook Lopez,C,2014-2015,2015,6,Brooklyn Nets,268,0.5
26,West,3/30/2015,2009,3-Jun,Stephen Curry,G,2014-2015,2015,5,Golden State Warriors,190,0.5
33,East,3/23/2015,2003,4-Jun,Dwyane Wade,SG,2014-2015,2015,11,Miami Heat,220,0.5
29,West,3/23/2015,2005,Jun-00,Chris Paul,PG,2014-2015,2015,9,Los Angeles Clippers,175,0.5
22,East,3/16/2015,2011,3-Jun,Kyrie Irving,G,2014-2015,2015,3,Cleveland Cavaliers,193,0.5
21,West,3/16/2015,2012,10-Jun,Anthony Davis,PF,2014-2015,2015,2,New Orleans Pelicans,253,0.5
32,East,3/9/2015,2003,1-Jun,Mo Williams,G,2014-2015,2015,11,Charlotte Hornets,198,0.5
26,West,3/9/2015,2008,3-Jun,Russell Westbrook,G,2014-2015,2015,6,Oklahoma City Thunder,200,0.5
26,East,3/2/2015,2011,9-May,Isaiah Thomas,PG,2014-2015,2015,3,Boston Celtics,185,0.5
24,West,3/2/2015,2012,3-Jun,Damian Lillard,G,2014-2015,2015,2,Portland Trail Blazers,195,0.5
20,East,2/9/2015,2013,11-Jun,Giannis Antetokounmpo,F,2014-2015,2015,1,Milwaukee Bucks,222,0.5
26,West,2/9/2015,2008,3-Jun,Russell Westbrook,G,2014-2015,2015,6,Oklahoma City Thunder,200,0.5
22,East,2/2/2015,2011,3-Jun,Kyrie Irving,G,2014-2015,2015,3,Cleveland Cavaliers,193,0.5
33,West,2/2/2015,2001,9-Jun,Zach Randolph,PF,2014-2015,2015,13,Memphis Grizzlies,260,0.5
30,East,1/26/2015,2003,8-Jun,LeBron James,F,2014-2015,2015,11,Cleveland Cavaliers,250,0.5
25,West,1/26/2015,2011,7-Jun,Klay Thompson,G,2014-2015,2015,3,Golden State Warriors,215,0.5
28,East,1/19/2015,2007,10-Jun,Al Horford,FC,2014-2015,2015,7,Atlanta Hawks,245,0.5
32,West,1/19/2015,2003,1-Jun,Mo Williams,G,2014-2015,2015,11,Minnesota Timberwolves,198,0.5
24,East,1/12/2015,2011,1-Jun,Kemba Walker,G,2014-2015,2015,3,Charlotte Hornets,184,0.5
25,West,1/12/2015,2011,7-Jun,Klay Thompson,G,2014-2015,2015,3,Golden State Warriors,215,0.5
26,East,1/5/2015,2009,2-Jun,Jeff Teague,PG,2014-2015,2015,5,Atlanta Hawks,186,0.5
26,West,1/5/2015,2007,9-Jun,Kevin Durant,SF,2014-2015,2015,7,Oklahoma City Thunder,240,0.5
25,East,12/29/2014,2011,7-Jun,Jimmy Butler,GF,2014-2015,2015,3,Chicago Bulls,231,0.5
25,West,12/29/2014,2009,5-Jun,James Harden,SG,2014-2015,2015,5,Houston Rockets,220,0.5
28,East,12/22/2014,2007,10-Jun,Al Horford,FC,2014-2015,2015,7,Atlanta Hawks,245,0.5
29,West,12/22/2014,2006,11-Jun,LaMarcus Aldridge,FC,2014-2015,2015,8,Portland Trail Blazers,260,0.5
24,East,12/15/2014,2010,4-Jun,John Wall,PG,2014-2015,2015,4,Washington Wizards,210,0.5
25,West,12/15/2014,2009,5-Jun,James Harden,SG,2014-2015,2015,5,Houston Rockets,220,0.5
28,East,12/8/2014,2006,1-Jun,Kyle Lowry,PG,2014-2015,2015,8,Toronto Raptors,196,0.5
29,West,12/8/2014,2006,11-Jun,LaMarcus Aldridge,FC,2014-2015,2015,8,Portland Trail Blazers,260,0.5
30,East,12/1/2014,2003,8-Jun,LeBron James,F,2014-2015,2015,11,Cleveland Cavaliers,250,0.5
25,West,12/1/2014,2009,10-Jun,Blake Griffin,PF,2014-2015,2015,5,Los Angeles Clippers,251,0.5
28,East,11/24/2014,2005,1-Jun,Lou Williams,G,2014-2015,2015,9,Toronto Raptors,175,0.5
24,West,11/24/2014,2010,11-Jun,DeMarcus Cousins,C,2014-2015,2015,4,Sacramento Kings,270,0.5
30,East,11/17/2014,2003,8-Jun,LeBron James,F,2014-2015,2015,11,Cleveland Cavaliers,250,0.5
24,West,11/17/2014,2012,3-Jun,Damian Lillard,G,2014-2015,2015,2,Portland Trail Blazers,195,0.5
30,East,11/10/2014,2005,3-Jun,Deron Williams,PG,2014-2015,2015,9,Brooklyn Nets,200,0.5
26,West,11/10/2014,2009,3-Jun,Stephen Curry,G,2014-2015,2015,5,Golden State Warriors,190,0.5
30,East,11/3/2014,2003,11-Jun,Chris Bosh,PF,2014-2015,2015,11,Miami Heat,235,0.5
25,West,11/3/2014,2011,7-Jun,Klay Thompson,G,2014-2015,2015,3,Golden State Warriors,215,0.5
31,East,4/11/2016,2006,8-Jun,Paul Millsap,FC,2015-2016,2016,9,Atlanta Hawks,246,0.5
20,West,4/11/2016,2015,Jul-00,Karl-Anthony Towns,C,2015-2016,2016,0,Minnesota Timberwolves,244,0.5
31,East,4/4/2016,2003,8-Jun,LeBron James,F,2015-2016,2016,12,Cleveland Cavaliers,250,0.5
31,West,4/4/2016,2006,Jun-00,J.J. Barea,G,2015-2016,2016,9,Dallas Mavericks,185,0.5
31,East,3/28/2016,2003,8-Jun,LeBron James,F,2015-2016,2016,12,Cleveland Cavaliers,250,0.5
26,West,3/28/2016,2011,7-Jun,Klay Thompson,G,2015-2016,2016,4,Golden State Warriors,215,0.5
29,East,3/21/2016,2006,1-Jun,Kyle Lowry,PG,2015-2016,2016,9,Toronto Raptors,196,0.5
27,West,3/21/2016,2007,9-Jun,Kevin Durant,SF,2015-2016,2016,8,Oklahoma City Thunder,240,0.5
25,East,3/14/2016,2011,1-Jun,Kemba Walker,G,2015-2016,2016,4,Charlotte Hornets,184,0.5
27,West,3/14/2016,2009,3-Jun,Stephen Curry,G,2015-2016,2016,6,Golden State Warriors,190,0.5
31,East,3/7/2016,2003,8-Jun,LeBron James,F,2015-2016,2016,12,Cleveland Cavaliers,250,0.5
24,West,3/7/2016,2011,7-Jun,Kawhi Leonard,F,2015-2016,2016,4,San Antonio Spurs,230,0.5
29,East,2/29/2016,2006,1-Jun,Kyle Lowry,PG,2015-2016,2016,9,Toronto Raptors,196,0.5
27,West,2/29/2016,2009,3-Jun,Stephen Curry,G,2015-2016,2016,6,Golden State Warriors,190,0.5
27,East,2/8/2016,2011,9-May,Isaiah Thomas,PG,2015-2016,2016,4,Boston Celtics,185,0.5
30,West,2/8/2016,2006,11-Jun,LaMarcus Aldridge,FC,2015-2016,2016,9,San Antonio Spurs,260,0.5
34,East,2/1/2016,2003,4-Jun,Dwyane Wade,SG,2015-2016,2016,12,Miami Heat,220,0.5
27,West,2/1/2016,2007,9-Jun,Kevin Durant,SF,2015-2016,2016,8,Oklahoma City Thunder,240,0.5
25,East,1/25/2016,2011,1-Jun,Kemba Walker,G,2015-2016,2016,4,Charlotte Hornets,184,0.5
25,West,1/25/2016,2010,11-Jun,DeMarcus Cousins,C,2015-2016,2016,5,Sacramento Kings,270,0.5
25,East,1/18/2016,2010,4-Jun,John Wall,PG,2015-2016,2016,5,Washington Wizards,210,0.5
27,West,1/18/2016,2007,9-Jun,Kevin Durant,SF,2015-2016,2016,8,Oklahoma City Thunder,240,0.5
31,East,1/11/2016,2003,8-Jun,LeBron James,F,2015-2016,2016,12,Cleveland Cavaliers,250,0.5
30,West,1/11/2016,2005,Jun-00,Chris Paul,PG,2015-2016,2016,10,Los Angeles Clippers,175,0.5
27,East,1/4/2016,2008,Jul-00,Brook Lopez,C,2015-2016,2016,7,Brooklyn Nets,268,0.5
25,West,1/4/2016,2012,7-Jun,Draymond Green,F,2015-2016,2016,3,Golden State Warriors,230,0.5
32,East,12/28/2015,2005,11-Jun,Marcin Gortat,FC,2015-2016,2016,8,Washington Wizards,240,0.5
27,West,12/28/2015,2008,3-Jun,Russell Westbrook,G,2015-2016,2016,7,Oklahoma City Thunder,200,0.5
25,East,12/21/2015,2011,3-Jun,Reggie Jackson,G,2015-2016,2016,4,Detroit Pistons,208,0.5
24,West,12/21/2015,2011,7-Jun,Kawhi Leonard,F,2015-2016,2016,4,San Antonio Spurs,230,0.5
26,East,12/14/2015,2009,7-Jun,DeMar DeRozan,GF,2015-2016,2016,6,Toronto Raptors,221,0.5
27,West,12/14/2015,2007,9-Jun,Kevin Durant,SF,2015-2016,2016,8,Oklahoma City Thunder,240,0.5
25,East,12/7/2015,2011,3-Jun,Reggie Jackson,G,2015-2016,2016,4,Detroit Pistons,208,0.5
27,West,12/7/2015,2009,3-Jun,Stephen Curry,G,2015-2016,2016,6,Golden State Warriors,190,0.5
25,East,11/30/2015,2010,9-Jun,Paul George,GF,2015-2016,2016,5,Indiana Pacers,220,0.5
27,West,11/30/2015,2007,9-Jun,Kevin Durant,SF,2015-2016,2016,8,Oklahoma City Thunder,240,0.5
31,East,11/23/2015,2003,8-Jun,LeBron James,F,2015-2016,2016,12,Cleveland Cavaliers,250,0.5
27,West,11/23/2015,2009,3-Jun,Stephen Curry,G,2015-2016,2016,6,Golden State Warriors,190,0.5
27,East,11/16/2015,2008,8-Jun,Nicolas Batum,F,2015-2016,2016,7,Charlotte Hornets,200,0.5
25,West,11/16/2015,2010,11-Jun,DeMarcus Cousins,C,2015-2016,2016,5,Sacramento Kings,270,0.5
22,East,11/9/2015,2012,11-Jun,Andre Drummond,C,2015-2016,2016,3,Detroit Pistons,279,0.5
26,West,11/9/2015,2009,5-Jun,James Harden,SG,2015-2016,2016,6,Houston Rockets,220,0.5
22,East,11/2/2015,2012,11-Jun,Andre Drummond,C,2015-2016,2016,3,Detroit Pistons,279,0.5
27,West,11/2/2015,2009,3-Jun,Stephen Curry,G,2015-2016,2016,6,Golden State Warriors,190,0.5
26,East,4/10/2017,2010,206cm,Paul George,GF,2016-2017,2017,6,Indiana Pacers,100kg,0.5
28,West,4/10/2017,2008,191cm,Russell Westbrook,G,2016-2017,2017,8,Oklahoma City Thunder,91kg,0.5
27,East,4/3/2017,2011,201cm,Jimmy Butler,GF,2016-2017,2017,5,Chicago Bulls,105kg,0.5
28,West,4/3/2017,2009,191cm,Stephen Curry,G,2016-2017,2017,7,Golden State Warriors,86kg,0.5
27,East,3/27/2017,2009,201cm,DeMar DeRozan,GF,2016-2017,2017,7,Toronto Raptors,100kg,0.5
27,West,3/27/2017,2009,196cm,James Harden,SG,2016-2017,2017,7,Houston Rockets,100kg,0.5
27,East,3/20/2017,2010,213cm,Hassan Whiteside,C,2016-2017,2017,4,Miami Heat,120kg,0.5
26,West,3/20/2017,2012,191cm,Damian Lillard,G,2016-2017,2017,4,Portland Trail Blazers,88kg,0.5
26,East,3/13/2017,2010,193cm,John Wall,PG,2016-2017,2017,6,Washington Wizards,95kg,0.5
21,West,3/13/2017,2015,213cm,Karl-Anthony Towns,C,2016-2017,2017,1,Minnesota Timberwolves,111kg,0.5
26,East,3/6/2017,2011,185cm,Kemba Walker,G,2016-2017,2017,5,Charlotte Hornets,83kg,0.5
25,West,3/6/2017,2011,201cm,Kawhi Leonard,F,2016-2017,2017,5,San Antonio Spurs,104kg,0.5
32,East,2/13/2017,2003,203cm,LeBron James,F,2016-2017,2017,13,Cleveland Cavaliers,113kg,0.5
27,West,2/13/2017,2009,208cm,Blake Griffin,PF,2016-2017,2017,7,Los Angeles Clippers,114kg,0.5
28,East,2/6/2017,2011,175cm,Isaiah Thomas,PG,2016-2017,2017,5,Boston Celtics,84kg,0.5
28,West,2/6/2017,2009,191cm,Stephen Curry,G,2016-2017,2017,7,Golden State Warriors,86kg,0.5
25,East,1/30/2017,2012,193cm,Dion Waiters,SG,2016-2017,2017,4,Miami Heat,100kg,0.5
26,West,1/30/2017,2010,211cm,DeMarcus Cousins,C,2016-2017,2017,6,Sacramento Kings,122kg,0.5
22,East,1/23/2017,2014,213cm,Joel Embiid,C,2016-2017,2017,2,Philadelphia Sixers,113kg,0.5
25,West,1/23/2017,2011,201cm,Kawhi Leonard,F,2016-2017,2017,5,San Antonio Spurs,104kg,0.5
27,East,1/16/2017,2009,201cm,DeMar DeRozan,GF,2016-2017,2017,7,Toronto Raptors,100kg,0.5
26,West,1/16/2017,2010,203cm,Gordon Hayward,GF,2016-2017,2017,6,Utah Jazz,102kg,0.5
27,East,1/9/2017,2011,201cm,Jimmy Butler,GF,2016-2017,2017,5,Chicago Bulls,105kg,0.5
28,West,1/9/2017,2009,191cm,Stephen Curry,G,2016-2017,2017,7,Golden State Warriors,86kg,0.5
26,East,1/2/2017,2010,193cm,John Wall,PG,2016-2017,2017,6,Washington Wizards,95kg,0.5
27,West,1/2/2017,2009,196cm,James Harden,SG,2016-2017,2017,7,Houston Rockets,100kg,0.5
28,East,12/26/2016,2011,175cm,Isaiah Thomas,PG,2016-2017,2017,5,Boston Celtics,84kg,0.5
28,West,12/26/2016,2008,191cm,Russell Westbrook,G,2016-2017,2017,8,Oklahoma City Thunder,91kg,0.5
27,East,12/19/2016,2009,201cm,DeMar DeRozan,GF,2016-2017,2017,7,Toronto Raptors,100kg,0.5
27,West,12/19/2016,2009,196cm,James Harden,SG,2016-2017,2017,7,Houston Rockets,100kg,0.5
32,East,12/12/2016,2003,203cm,LeBron James,F,2016-2017,2017,13,Cleveland Cavaliers,113kg,0.5
32,West,12/12/2016,2007,216cm,Marc Gasol,C,2016-2017,2017,8,Memphis Grizzlies,116kg,0.5
22,East,12/5/2016,2013,211cm,Giannis Antetokounmpo,F,2016-2017,2017,3,Milwaukee Bucks,101kg,0.5
28,West,12/5/2016,2008,191cm,Russell Westbrook,G,2016-2017,2017,8,Oklahoma City Thunder,91kg,0.5
28,East,11/28/2016,2008,208cm,Kevin Love,FC,2016-2017,2017,8,Cleveland Cavaliers,114kg,0.5
28,West,11/28/2016,2007,206cm,Kevin Durant,SF,2016-2017,2017,9,Golden State Warriors,109kg,0.5
27,East,11/21/2016,2011,201cm,Jimmy Butler,GF,2016-2017,2017,5,Chicago Bulls,105kg,0.5
23,West,11/21/2016,2012,208cm,Anthony Davis,PF,2016-2017,2017,4,New Orleans Pelicans,115kg,0.5
27,East,11/14/2016,2009,201cm,DeMar DeRozan,GF,2016-2017,2017,7,Toronto Raptors,100kg,0.5
27,West,11/14/2016,2009,196cm,James Harden,SG,2016-2017,2017,7,Houston Rockets,100kg,0.5
32,East,11/7/2016,2003,203cm,LeBron James,F,2016-2017,2017,13,Cleveland Cavaliers,113kg,0.5
30,West,11/7/2016,2008,191cm,George Hill,G,2016-2017,2017,8,Utah Jazz,85kg,0.5
32,East,10/31/2016,2003,203cm,LeBron James,F,2016-2017,2017,13,Cleveland Cavaliers,113kg,0.5
28,West,10/31/2016,2008,191cm,Russell Westbrook,G,2016-2017,2017,8,Oklahoma City Thunder,91kg,0.5
21,East,4/9/2018,2016,208cm,Ben Simmons,PF,2017-2018,2018,1,Philadelphia Sixers,104kg,0.5
23,West,4/9/2018,2014,208cm,Nikola Jokic,C,2017-2018,2018,2,Denver Nuggets,113kg,0.5
25,East,4/2/2018,2013,193cm,Victor Oladipo,G,2017-2018,2018,4,Indiana Pacers,95kg,0.5
27,West,4/2/2018,2012,191cm,Damian Lillard,G,2017-2018,2018,5,Portland Trail Blazers,88kg,0.5
33,East,3/26/2018,2003,203cm,LeBron James,F,2017-2018,2018,14,Cleveland Cavaliers,113kg,0.5
32,West,3/26/2018,2006,211cm,LaMarcus Aldridge,FC,2017-2018,2018,11,San Antonio Spurs,118kg,0.5
33,East,3/19/2018,2003,203cm,LeBron James,F,2017-2018,2018,14,Cleveland Cavaliers,113kg,0.5
29,West,3/19/2018,2008,191cm,Russell Westbrook,G,2017-2018,2018,9,Oklahoma City Thunder,91kg,0.5
28,East,3/12/2018,2009,201cm,DeMar DeRozan,GF,2017-2018,2018,8,Toronto Raptors,100kg,0.5
27,West,3/12/2018,2012,191cm,Damian Lillard,G,2017-2018,2018,5,Portland Trail Blazers,88kg,0.5
28,East,3/5/2018,2009,201cm,DeMar DeRozan,GF,2017-2018,2018,8,Toronto Raptors,100kg,0.5
24,West,3/5/2018,2012,208cm,Anthony Davis,PF,2017-2018,2018,5,New Orleans Pelicans,115kg,0.5
23,East,2/12/2018,2014,213cm,Joel Embiid,C,2017-2018,2018,3,Philadelphia Sixers,113kg,0.5
28,West,2/12/2018,2009,196cm,James Harden,SG,2017-2018,2018,8,Houston Rockets,100kg,0.5
24,East,2/5/2018,2012,211cm,Andre Drummond,C,2017-2018,2018,5,Detroit Pistons,127kg,0.5
28,West,2/5/2018,2009,196cm,James Harden,SG,2017-2018,2018,8,Houston Rockets,100kg,0.5
26,East,1/29/2018,2012,203cm,Khris Middleton,SF,2017-2018,2018,5,Milwaukee Bucks,106kg,0.5
29,West,1/29/2018,2009,191cm,Stephen Curry,G,2017-2018,2018,8,Golden State Warriors,86kg,0.5
23,East,1/22/2018,2014,213cm,Joel Embiid,C,2017-2018,2018,3,Philadelphia Sixers,113kg,0.5
27,West,1/22/2018,2012,191cm,Damian Lillard,G,2017-2018,2018,5,Portland Trail Blazers,88kg,0.5
31,East,1/15/2018,2008,191cm,Goran Dragic,G,2017-2018,2018,9,Miami Heat,86kg,0.5
31,West,1/15/2018,2005,185cm,Lou Williams,G,2017-2018,2018,12,Los Angeles Clippers,79kg,0.5
28,East,1/8/2018,2009,201cm,DeMar DeRozan,GF,2017-2018,2018,8,Toronto Raptors,100kg,0.5
29,West,1/8/2018,2009,191cm,Stephen Curry,G,2017-2018,2018,8,Golden State Warriors,86kg,0.5
24,East,1/2/2018,2012,196cm,Bradley Beal,SG,2017-2018,2018,5,Washington Wizards,94kg,0.5
31,West,1/2/2018,2005,185cm,Lou Williams,G,2017-2018,2018,12,Los Angeles Clippers,79kg,0.5
28,East,12/26/2017,2009,201cm,DeMar DeRozan,GF,2017-2018,2018,8,Toronto Raptors,100kg,0.5
29,West,12/26/2017,2008,191cm,Russell Westbrook,G,2017-2018,2018,9,Oklahoma City Thunder,91kg,0.5
33,East,12/18/2017,2003,203cm,LeBron James,F,2017-2018,2018,14,Cleveland Cavaliers,113kg,0.5
32,West,12/18/2017,2005,183cm,Chris Paul,PG,2017-2018,2018,12,Houston Rockets,79kg,0.5
25,East,12/11/2017,2013,193cm,Victor Oladipo,G,2017-2018,2018,4,Indiana Pacers,95kg,0.5
29,West,12/11/2017,2007,206cm,Kevin Durant,SF,2017-2018,2018,10,Golden State Warriors,109kg,0.5
33,East,12/4/2017,2003,203cm,LeBron James,F,2017-2018,2018,14,Cleveland Cavaliers,113kg,0.5
28,West,12/4/2017,2009,196cm,James Harden,SG,2017-2018,2018,8,Houston Rockets,100kg,0.5
31,East,11/27/2017,2008,191cm,Goran Dragic,G,2017-2018,2018,9,Miami Heat,86kg,0.5
24,West,11/27/2017,2012,208cm,Anthony Davis,PF,2017-2018,2018,5,New Orleans Pelicans,115kg,0.5
28,East,11/20/2017,2009,201cm,DeMar DeRozan,GF,2017-2018,2018,8,Toronto Raptors,100kg,0.5
22,West,11/20/2017,2015,213cm,Karl-Anthony Towns,C,2017-2018,2018,2,Minnesota Timberwolves,111kg,0.5
25,East,11/13/2017,2011,206cm,Tobias Harris,F,2017-2018,2018,6,Detroit Pistons,107kg,0.5
23,West,11/13/2017,2014,208cm,Nikola Jokic,C,2017-2018,2018,2,Denver Nuggets,113kg,0.5
22,East,11/6/2017,2015,221cm,Kristaps Porzingis,FC,2017-2018,2018,2,New York Knicks,109kg,0.5
28,West,11/6/2017,2009,196cm,James Harden,SG,2017-2018,2018,8,Houston Rockets,100kg,0.5
25,East,10/30/2017,2013,193cm,Victor Oladipo,G,2017-2018,2018,4,Indiana Pacers,95kg,0.5
27,West,10/30/2017,2010,211cm,DeMarcus Cousins,C,2017-2018,2018,7,New Orleans Pelicans,122kg,0.5
23,East,10/23/2017,2013,211cm,Giannis Antetokounmpo,F,2017-2018,2018,4,Milwaukee Bucks,101kg,0.5
28,West,10/23/2017,2009,196cm,James Harden,SG,2017-2018,2018,8,Houston Rockets,100kg,0.5
